workload,rank,category,kernel,calls_per_token,total_ms_per_token,average_us,min_us,max_us,lds_block_bytes,vgpr_count,sgpr_count,scratch_bytes,workgroup_size,grid_size
unfused_INT4_B1_L4096,1,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM,161.0,32.50097133333333,201.86938716356107,70.666,1893.272,26624,256,128,0,128,128256
unfused_INT4_B1_L4096,2,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}",1216.0,13.029287333333334,10.714874451754385,0.116,145.232,0,24,128,0,128,1081344
unfused_INT4_B1_L4096,3,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Hal",2816.0,11.778704,4.182778409090909,0.022,28.972,0,32,128,0,128,256
unfused_INT4_B1_L4096,4,K2_FP16,"void flashinfer::BatchDecodeWithPagedKVGQAKernel<(flashinfer::RotaryMode)0, false, 8ul, 16ul, 8ul, 1ul, __half, __half, __half, int>(__half*, flashinfer::paged_kv_t<__half, int>, __half*, unsigned long, float, float, float)",32.0,10.839235333333333,338.7261041666667,333.04,376.782,16896,72,128,0,128,4096
unfused_INT4_B1_L4096,5,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",1536.0,4.6082860000000005,3.0001861979166664,0.02,22.658,0,24,128,0,256,512
unfused_INT4_B1_L4096,6,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",161.0,4.4702573333333335,27.765573498964805,0.654,131.42,0,24,128,0,128,2162688
unfused_INT4_B1_L4096,7,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::T",193.0,2.778886,14.398373056994819,0.082,43.202,0,16,128,0,128,1081344
unfused_INT4_B1_L4096,8,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#5}::operator()() const::{lambda(short)#1}>(at::T",320.0,2.657430666666667,8.304470833333333,0.032,38.438,0,16,128,0,128,1081344
unfused_INT4_B1_L4096,9,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#",291.0,1.8910346666666669,6.498400916380297,0.228,48.3,0,16,128,0,256,1081344
unfused_INT4_B1_L4096,10,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul>)",320.0,1.8368593333333332,5.740185416666666,0.38,30.768,0,16,128,0,256,540672
unfused_INT4_B1_L4096,11,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LP,64.0,1.8270473333333335,28.54761458333333,25.54,42.45,6656,128,128,0,32,2048
unfused_INT4_B1_L4096,12,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",512.0,1.1275326666666667,2.2022122395833335,0.85,18.144,0,16,128,0,256,1792
unfused_INT4_B1_L4096,13,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorB",353.0,1.0882859999999999,3.0829631728045324,0.012,15.82,0,16,128,0,256,1792
unfused_INT4_B1_L4096,14,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::AUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseAndFunctor<unsigned char> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<unsigned char,",192.0,0.9739153333333334,5.072475694444444,0.392,16.438,0,32,128,0,256,270336
unfused_INT4_B1_L4096,15,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#1}::operator()() const::{lambda(unsigned char)#1",128.0,0.971728,7.591625,0.328,18.446,0,16,128,0,128,3584
unfused_INT4_B1_L4096,16,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseOrFunctor<unsigned char> > >(at::TensorIteratorBase&, at:",128.0,0.9485546666666668,7.410583333333333,2.872,17.616,0,48,128,0,128,896
unfused_INT4_B1_L4096,17,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",128.0,0.84336,6.58875,0.36,16.568,0,32,128,0,128,3584
unfused_INT4_B1_L4096,18,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>)",128.0,0.7501473333333334,5.860526041666667,0.584,18.0,0,16,128,0,256,3584
unfused_INT4_B1_L4096,19,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::op",256.0,0.688236,2.688421875,0.778,15.776,0,16,128,0,256,3584
unfused_INT4_B1_L4096,20,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::bina",160.0,0.5647713333333334,3.5298208333333334,1.092,15.234,0,16,128,0,256,3584
unfused_INT4_B4_L1024,1,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM,161.0,32.884706666666666,204.2528364389234,71.902,1893.174,26624,256,128,0,128,128256
unfused_INT4_B4_L1024,2,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}",1216.0,14.404634,11.845916118421053,0.248,170.468,0,24,128,0,128,1179648
unfused_INT4_B4_L1024,3,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Hal",2815.6666666666665,11.436898,4.061879247069966,0.042,19.572,0,32,128,0,128,1024
unfused_INT4_B4_L1024,4,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",161.0,4.7178960000000005,29.303701863354036,0.254,138.272,0,24,128,0,128,2359296
unfused_INT4_B4_L1024,5,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",1536.0,4.288324666666667,2.791878038194444,0.624,20.358,0,24,128,0,256,2048
unfused_INT4_B4_L1024,6,K2_FP16,"void flashinfer::BatchDecodeWithPagedKVGQAKernel<(flashinfer::RotaryMode)0, false, 8ul, 16ul, 8ul, 1ul, __half, __half, __half, int>(__half*, flashinfer::paged_kv_t<__half, int>, __half*, unsigned long, float, float, float)",32.0,2.8605626666666666,89.39258333333333,86.24,91.458,16896,72,128,0,128,16384
unfused_INT4_B4_L1024,7,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::T",193.0,2.8457193333333333,14.744659758203799,0.438,44.228,0,16,128,0,128,1179648
unfused_INT4_B4_L1024,8,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#5}::operator()() const::{lambda(short)#1}>(at::T",320.0,2.5863186666666667,8.082245833333333,0.36,27.188,0,16,128,0,128,1179648
unfused_INT4_B4_L1024,9,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#",291.0,2.2410413333333334,7.701172966781214,0.54,61.878,0,16,128,0,256,1179648
unfused_INT4_B4_L1024,10,rocBLAS_GEMM,Cijk_Alik_Bljk_HHS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LP,64.0,1.8369566666666666,28.702447916666667,25.864,39.464,6656,128,128,0,32,2048
unfused_INT4_B4_L1024,11,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<8, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<short>, std::array<char*, 2ul>)",320.0,1.8250140000000001,5.70316875,0.996,17.4,0,16,128,0,256,589824
unfused_INT4_B4_L1024,12,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",512.0,1.2854646666666667,2.5106731770833335,0.666,15.454,0,16,128,0,256,7168
unfused_INT4_B4_L1024,13,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<16, at::native::AUnaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseAndFunctor<unsigned char> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<unsigned char,",192.0,0.9787593333333334,5.0977048611111115,1.396,14.744,0,32,128,0,256,294912
unfused_INT4_B4_L1024,14,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::float16tofloat32_copy_kernel_cuda(at::TensorIteratorB",353.0,0.8698206666666667,2.4640812086874413,1.18,20.658,0,16,128,0,256,7168
unfused_INT4_B4_L1024,15,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#1}::operator()() const::{lambda(unsigned char)#1",128.0,0.8654773333333333,6.761541666666667,2.246,19.404,0,16,128,0,128,14336
unfused_INT4_B4_L1024,16,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>)",128.0,0.8128473333333334,6.350369791666667,1.276,24.9,0,16,128,0,256,14336
unfused_INT4_B4_L1024,17,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFuncto",128.0,0.800618,6.254828125,1.088,16.792,0,32,128,0,128,14336
unfused_INT4_B4_L1024,18,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<unsigned char, unsigned char, unsigned char, at::native::BitwiseOrFunctor<unsigned char> > >(at::TensorIteratorBase&, at:",128.0,0.7754053333333334,6.057854166666667,2.576,16.152,0,48,128,0,128,3584
unfused_INT4_B4_L1024,19,PyTorch_elementwise_copy_reduce,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::",193.0,0.6910566666666668,3.5806044905008636,0.766,15.664,0,48,128,0,128,2048
unfused_INT4_B4_L1024,20,PyTorch_elementwise_copy_reduce,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::bina",160.0,0.6331746666666667,3.9573416666666668,0.756,20.128,0,16,128,0,256,14336
